match_id,season,innings,ball,batting_team,bowling_team,striker,non_striker,bowler,runs_off_bat,extras,wides,noballs,byes,legbyes,penalty,wicket_type,player_dismissed,other_wicket_type,other_player_dismissed,striker_id,non_striker_id,bowler_id
419148,2009/10,2,2.5,Royal Challengers Bangalore,Kolkata Knight Riders,JH Kallis,S Sriram,AB Dinda,0,0,,,,,,caught,JH Kallis,,,86dc8f2e,64a4c383,66b30f71
419137,2009/10,1,19.5,Chennai Super Kings,Rajasthan Royals,MS Dhoni,S Badrinath,SR Watson,0,0,,,,,,caught,MS Dhoni,,,4a8a2e3b,3576e47e,4329fbb5
335990,2007/08,2,15.2,Rajasthan Royals,Deccan Chargers,M Kaif,GC Smith,D Kalyankrishna,1,0,,,,,,,,,,d84378a4,72861603,94bc776b
392227,2009,1,16.3,Mumbai Indians,Chennai Super Kings,AM Nayar,JP Duminy,L Balaji,1,0,,,,,,,,,,a45a5e8d,2e8994e7,b2b50355
336011,2007/08,1,3.6,Deccan Chargers,Rajasthan Royals,HH Gibbs,AC Gilchrist,MM Patel,0,0,,,,,,,,,,e1d1b294,2b6e6dec,f0f628c7
1237177,2020/21,2,4.5,Delhi Capitals,Mumbai Indians,MP Stoinis,RR Pant,KH Pandya,4,0,,,,,,,,,,d9273ee7,919a3be2,5b8c830e
1136587,2018,2,2.4,Mumbai Indians,Chennai Super Kings,SA Yadav,E Lewis,DL Chahar,4,0,,,,,,,,,,271f83cd,0ebfb1ad,23eeb873
829815,2015,2,12.4,Mumbai Indians,Sunrisers Hyderabad,LMP Simmons,PA Patel,B Kumar,0,0,,,,,,,,,,89f64c19,b5da6c24,2e81a32d
1175357,2019,2,5.3,Kolkata Knight Riders,Sunrisers Hyderabad,RV Uthappa,N Rana,Shakib Al Hasan,0,0,,,,,,,,,,1c17e270,fb2d1dda,7dc35884
392208,2009,2,5.2,Royal Challengers Bangalore,Mumbai Indians,RV Uthappa,JH Kallis,SL Malinga,0,0,,,,,,,,,,1c17e270,86dc8f2e,a12e1d51
829769,2015,1,19.3,Mumbai Indians,Rajasthan Royals,KA Pollard,AT Rayudu,J Theron,4,0,,,,,,,,,,a757b0d8,70d205c9,dec8e038
1254106,2021,1,7.4,Kolkata Knight Riders,Rajasthan Royals,Shubman Gill,VR Iyer,Mustafizur Rahman,1,0,,,,,,,,,,b4b99816,a24be938,0a8fce53
829791,2015,2,1.2,Kolkata Knight Riders,Kings XI Punjab,RV Uthappa,G Gambhir,BE Hendricks,1,0,,,,,,,,,,1c17e270,bb345e0b,b56dc5f7
734033,2014,1,7.2,Kings XI Punjab,Rajasthan Royals,WP Saha,SE Marsh,PV Tambe,0,0,,,,,,,,,,fe11caa6,508a1ea7,6aed7e79
829821,2015,2,1.2,Chennai Super Kings,Royal Challengers Bangalore,MEK Hussey,DR Smith,S Aravind,0,0,,,,,,,,,,48fd7349,35205dfc,957532de
981005,2016,2,10.6,Rising Pune Supergiants,Kings XI Punjab,SS Tiwary,UT Khawaja,R Dhawan,2,0,,,,,,,,,,709b0bac,331ea488,26a85969
336037,2007/08,2,4.3,Chennai Super Kings,Deccan Chargers,PA Patel,SK Raina,RP Singh,0,0,,,,,,,,,,b5da6c24,1dc12ab9,c3d1402f
1216547,2020/21,2,0.5,Mumbai Indians,Royal Challengers Bangalore,RG Sharma,Q de Kock,I Udana,0,0,,,,,,,,,,740742ef,372455c4,ac5ae4af
419149,2009/10,1,9.4,Delhi Daredevils,Kings XI Punjab,KD Karthik,DL Vettori,PP Chawla,0,0,,,,,,,,,,c03f1114,d7c6af50,98ae73b1
980941,2016,2,0.6,Kings XI Punjab,Mumbai Indians,M Vohra,M Vijay,TG Southee,0,0,,,,,,,,,,c03e2850,4b57e452,13c35c9e
1175370,2019,1,8.6,Mumbai Indians,Chennai Super Kings,KH Pandya,SA Yadav,Imran Tahir,0,0,,,,,,,,,,5b8c830e,271f83cd,acee4cc4
980981,2016,1,5.6,Royal Challengers Bangalore,Mumbai Indians,AB de Villiers,KL Rahul,MJ McClenaghan,0,0,,,,,,,,,,c4487b84,b17e2f24,51a3c5ef
392222,2009,2,3.1,Mumbai Indians,Kings XI Punjab,DJ Bravo,AM Rahane,IK Pathan,0,0,,,,,,,,,,87e562a9,29e95537,5fa06777
1136579,2018,1,4.1,Delhi Daredevils,Royal Challengers Bangalore,SS Iyer,JJ Roy,UT Yadav,1,0,,,,,,,,,,85ec8e33,d1c36f5c,cc1e8c68
1082606,2017,2,1.1,Mumbai Indians,Gujarat Lions,N Rana,JC Buttler,Basil Thampi,0,1,1.0,,,,,,,,,fb2d1dda,99b75528,871e9faf
501263,2011,1,8.1,Mumbai Indians,Rajasthan Royals,SR Tendulkar,RG Sharma,SK Warne,1,0,,,,,,,,,,d2c2b2d5,740742ef,bb18be76
1175371,2019,1,17.5,Delhi Capitals,Sunrisers Hyderabad,AR Patel,CH Morris,Sandeep Sharma,0,0,,,,,,,,,,2e171977,fb66ce1f,ce820073
548313,2012,1,6.7,Pune Warriors,Kings XI Punjab,MN Samuels,RV Uthappa,P Kumar,2,0,,,,,,,,,,f846de6a,1c17e270,e938e1bc
392198,2009,1,17.4,Delhi Daredevils,Rajasthan Royals,DL Vettori,M Manhas,SK Warne,1,0,,,,,,,,,,d7c6af50,c42aaf71,bb18be76
548357,2012,1,10.1,Delhi Daredevils,Kolkata Knight Riders,LRPL Taylor,DPMD Jayawardene,R Bhatia,2,0,,,,,,,,,,b61a3e1a,d18f9182,33a364a6
1136604,2018,2,12.3,Kings XI Punjab,Kolkata Knight Riders,R Ashwin,AJ Finch,PP Chawla,1,0,,,,,,,,,,495d42a5,b8d490fd,98ae73b1
501257,2011,2,14.4,Delhi Daredevils,Kings XI Punjab,JR Hopes,TR Birt,PC Valthaty,0,0,,,,,,,,,,2498e163,d2d4bb0a,25eeb281
1237177,2020/21,1,1.4,Mumbai Indians,Delhi Capitals,SA Yadav,Q de Kock,R Ashwin,1,0,,,,,,,,,,271f83cd,372455c4,495d42a5
1254076,2021,2,18.5,Royal Challengers Bangalore,Chennai Super Kings,Mohammed Siraj,YS Chahal,SN Thakur,0,0,,,,,,,,,,2f49c897,57ee1fde,1abb78f8
548350,2012,1,0.1,Royal Challengers Bangalore,Kings XI Punjab,MA Agarwal,CH Gayle,P Kumar,0,0,,,,,,,,,,00ea847a,db584dad,e938e1bc
1304059,2022,2,0.3,Royal Challengers Bangalore,Rajasthan Royals,Anuj Rawat,F du Plessis,TA Boult,1,0,,,,,,,,,,c8f5f961,3355b542,a818c1be
1136586,2018,2,0.4,Kolkata Knight Riders,Delhi Daredevils,CA Lynn,SP Narine,TA Boult,0,0,,,,,,,,,,45eda7c8,9d430b40,a818c1be
1216510,2020/21,1,5.3,Kings XI Punjab,Royal Challengers Bangalore,MA Agarwal,KL Rahul,NA Saini,0,1,1.0,,,,,,,,,00ea847a,b17e2f24,21d4e29b
829789,2015,1,10.5,Chennai Super Kings,Mumbai Indians,MS Dhoni,F du Plessis,J Suchith,0,0,,,,,,,,,,4a8a2e3b,3355b542,4125d931
829719,2015,1,8.2,Royal Challengers Bangalore,Sunrisers Hyderabad,V Kohli,KD Karthik,KV Sharma,0,0,,,,,,,,,,ba607b88,c03f1114,119678fd
1175363,2019,1,10.5,Rajasthan Royals,Sunrisers Hyderabad,SV Samson,AM Rahane,S Kaul,1,0,,,,,,,,,,a4cc73aa,29e95537,dcf81436
1178417,2019,2,11.3,Kings XI Punjab,Royal Challengers Bangalore,N Pooran,DA Miller,Washington Sundar,1,0,,,,,,,,,,3241e3fd,d67d5f00,f19ccfad
980933,2016,2,0.2,Mumbai Indians,Delhi Daredevils,RG Sharma,PA Patel,Z Khan,0,0,,,,,,,,,,740742ef,b5da6c24,91a4a398
981009,2016,1,9.3,Kolkata Knight Riders,Sunrisers Hyderabad,MK Pandey,YK Pathan,MC Henriques,2,0,,,,,,,,,,93b4fc78,3c6ffae8,32198ae0
548364,2012,1,17.1,Delhi Daredevils,Chennai Super Kings,Y Nagar,IK Pathan,DJ Bravo,0,0,,,,,,,,,,662c47a6,5fa06777,87e562a9
1304079,2022,2,5.3,Chennai Super Kings,Mumbai Indians,AT Rayudu,RV Uthappa,JD Unadkat,0,0,,,,,,,,,,70d205c9,1c17e270,1e66c162
1216546,2020/21,2,18.6,Kings XI Punjab,Delhi Capitals,JDS Neesham,DJ Hooda,DR Sams,6,0,,,,,,,,,,9219eff0,73ad96ed,caf69bf7
1254073,2021,2,4.3,Royal Challengers Bangalore,Rajasthan Royals,D Padikkal,V Kohli,Mustafizur Rahman,4,0,,,,,,,,,,2c25d4f5,ba607b88,0a8fce53
1304075,2022,1,8.5,Chennai Super Kings,Gujarat Titans,AT Rayudu,RD Gaikwad,LH Ferguson,4,0,,,,,,,,,,70d205c9,45a43fe2,2f9d0389
1304090,2022,1,17.1,Rajasthan Royals,Mumbai Indians,R Parag,SO Hetmyer,RP Meredith,0,0,,,,,,caught,R Parag,,,04a418e8,48a1d7b7,64775749
1136602,2018,1,1.5,Delhi Daredevils,Sunrisers Hyderabad,PP Shaw,JJ Roy,Sandeep Sharma,1,0,,,,,,,,,,8b3e9c7c,d1c36f5c,ce820073
501221,2011,2,12.1,Chennai Super Kings,Mumbai Indians,MS Dhoni,S Badrinath,KA Pollard,0,0,,,,,,,,,,4a8a2e3b,3576e47e,a757b0d8
548354,2012,2,16.3,Kings XI Punjab,Rajasthan Royals,Gurkeerat Singh,AM Nayar,J Botha,0,0,,,,,,caught and bowled,Gurkeerat Singh,,,6eb146d2,a45a5e8d,7c503806
1082591,2017,1,6.3,Sunrisers Hyderabad,Royal Challengers Bangalore,MC Henriques,S Dhawan,YS Chahal,1,0,,,,,,,,,,32198ae0,0a476045,57ee1fde
1254102,2021,1,7.5,Kolkata Knight Riders,Punjab Kings,VR Iyer,RA Tripathi,Ravi Bishnoi,4,0,,,,,,,,,,a24be938,77255a9e,df064e1a
980909,2016,1,0.1,Kolkata Knight Riders,Mumbai Indians,RV Uthappa,G Gambhir,TG Southee,1,0,,,,,,,,,,1c17e270,bb345e0b,13c35c9e
829751,2015,2,5.3,Sunrisers Hyderabad,Mumbai Indians,S Dhawan,KL Rahul,MJ McClenaghan,0,0,,,,,,,,,,0a476045,b17e2f24,51a3c5ef
501235,2011,1,15.6,Pune Warriors,Rajasthan Royals,Harpreet Singh,M Manhas,SR Watson,0,0,,,,,,,,,,28c78fb3,c42aaf71,4329fbb5
1136588,2018,1,1.5,Sunrisers Hyderabad,Rajasthan Royals,S Dhawan,AD Hales,DS Kulkarni,4,0,,,,,,,,,,0a476045,92aeac25,d2a989fc
392225,2009,1,11.6,Rajasthan Royals,Mumbai Indians,RJ Quiney,RA Jadeja,Harbhajan Singh,0,0,,,,,,,,,,23ac69e6,fe93fd9d,8b5b6769
548341,2012,1,0.4,Deccan Chargers,Pune Warriors,PA Patel,S Dhawan,A Nehra,0,3,,,,3.0,,,,,,b5da6c24,0a476045,96fd40ae
419122,2009/10,1,10.2,Kolkata Knight Riders,Mumbai Indians,SC Ganguly,CH Gayle,Harbhajan Singh,0,0,,,,,,,,,,725529bc,db584dad,8b5b6769
392232,2009,2,17.5,Royal Challengers Bangalore,Delhi Daredevils,JH Kallis,MV Boucher,DL Vettori,2,0,,,,,,,,,,86dc8f2e,f3cb53a1,d7c6af50
1178406,2019,1,6.1,Royal Challengers Bangalore,Mumbai Indians,PA Patel,AB de Villiers,HH Pandya,1,0,,,,,,,,,,b5da6c24,c4487b84,dbe50b21
980949,2016,1,4.6,Rising Pune Supergiants,Gujarat Lions,AM Rahane,SPD Smith,P Kumar,1,0,,,,,,,,,,29e95537,30a45b23,e938e1bc
335989,2007/08,2,6.5,Mumbai Indians,Chennai Super Kings,RV Uthappa,SM Pollock,Joginder Sharma,0,0,,,,,,,,,,1c17e270,88fccd6c,9f961c14
829779,2015,1,4.1,Chennai Super Kings,Royal Challengers Bangalore,SK Raina,BB McCullum,HV Patel,4,0,,,,,,,,,,1dc12ab9,b8a55852,f986ca1a
734035,2014,2,10.4,Chennai Super Kings,Royal Challengers Bangalore,MS Dhoni,F du Plessis,YS Chahal,0,0,,,,,,,,,,4a8a2e3b,3355b542,57ee1fde
1175372,2019,2,16.2,Kolkata Knight Riders,Royal Challengers Bangalore,AD Russell,KD Karthik,NA Saini,0,1,1.0,,,,,,,,,bbd41817,c03f1114,21d4e29b
980947,2016,2,9.4,Mumbai Indians,Kolkata Knight Riders,RG Sharma,JC Buttler,AD Russell,4,0,,,,,,,,,,740742ef,99b75528,bbd41817
1178411,2019,2,18.6,Rajasthan Royals,Mumbai Indians,STR Binny,SPD Smith,JJ Bumrah,1,0,,,,,,,,,,bd17b45f,30a45b23,462411b3
392217,2009,1,10.4,Rajasthan Royals,Chennai Super Kings,RA Jadeja,GC Smith,M Muralitharan,0,0,,,,,,,,,,fe93fd9d,72861603,4ba44e19
1254065,2021,2,1.2,Chennai Super Kings,Punjab Kings,RD Gaikwad,F du Plessis,JA Richardson,0,0,,,,,,,,,,45a43fe2,3355b542,1ee08e9a
598021,2013,1,2.6,Kings XI Punjab,Sunrisers Hyderabad,Mandeep Singh,AC Gilchrist,I Sharma,0,0,,,,,,caught,Mandeep Singh,,,c3a96caf,2b6e6dec,5bb1a1c4
1304067,2022,2,1.2,Sunrisers Hyderabad,Gujarat Titans,KS Williamson,Abhishek Sharma,HH Pandya,0,0,,,,,,,,,,d027ba9f,f29185a1,dbe50b21
392237,2009,1,12.3,Delhi Daredevils,Deccan Chargers,AB de Villiers,TM Dilshan,RG Sharma,2,0,,,,,,,,,,c4487b84,5bdcdb72,740742ef
419161,2009/10,2,2.7,Kolkata Knight Riders,Mumbai Indians,BB McCullum,SC Ganguly,R McLaren,0,0,,,,,,,,,,b8a55852,725529bc,c654af19
1216543,2020/21,1,0.3,Delhi Capitals,Rajasthan Royals,AM Rahane,S Dhawan,JC Archer,0,1,1.0,,,,,,,,,29e95537,0a476045,5574750c
1216521,2020/21,1,8.6,Chennai Super Kings,Mumbai Indians,SN Thakur,SM Curran,RD Chahar,1,0,,,,,,,,,,1abb78f8,e94915e6,2ed569a0
548308,2012,2,11.3,Mumbai Indians,Pune Warriors,JEC Franklin,SA Yadav,B Kumar,6,0,,,,,,,,,,cf73ad76,271f83cd,2e81a32d
1175357,2019,1,0.8,Sunrisers Hyderabad,Kolkata Knight Riders,JM Bairstow,DA Warner,M Prasidh Krishna,0,1,,,,1.0,,,,,,abb83e27,dcce6f09,85e0cf10
1216544,2020/21,2,9.3,Chennai Super Kings,Royal Challengers Bangalore,AT Rayudu,RD Gaikwad,NA Saini,6,0,,,,,,,,,,70d205c9,45a43fe2,21d4e29b
392181,2009,2,5.7,Chennai Super Kings,Mumbai Indians,A Flintoff,ML Hayden,SL Malinga,0,0,,,,,,,,,,ddc0828d,d8699ab7,a12e1d51
548353,2012,1,7.4,Kolkata Knight Riders,Pune Warriors,G Gambhir,BB McCullum,B Kumar,2,0,,,,,,,,,,bb345e0b,b8a55852,2e81a32d
981017,2016,1,16.2,Gujarat Lions,Sunrisers Hyderabad,AJ Finch,RA Jadeja,B Kumar,1,0,,,,,,,,,,b8d490fd,fe93fd9d,2e81a32d
336032,2007/08,2,10.6,Delhi Daredevils,Mumbai Indians,KD Karthik,MK Tiwary,DR Smith,1,0,,,,,,,,,,c03f1114,26e5cabf,35205dfc
1254076,2021,2,5.1,Royal Challengers Bangalore,Chennai Super Kings,Washington Sundar,GJ Maxwell,SM Curran,1,0,,,,,,,,,,f19ccfad,b681e71e,e94915e6
1216518,2020/21,1,11.6,Rajasthan Royals,Sunrisers Hyderabad,JC Buttler,BA Stokes,JO Holder,0,0,,,,,,,,,,99b75528,e087956b,0f721006
419145,2009/10,1,1.8,Royal Challengers Bangalore,Deccan Chargers,MK Pandey,JH Kallis,Harmeet Singh,0,0,,,,,,,,,,93b4fc78,86dc8f2e,2a72fd4f
1136606,2018,1,15.5,Sunrisers Hyderabad,Chennai Super Kings,KS Williamson,S Dhawan,DJ Bravo,1,0,,,,,,,,,,d027ba9f,0a476045,87e562a9
980963,2016,2,17.5,Kings XI Punjab,Kolkata Knight Riders,AR Patel,Gurkeerat Singh,AD Russell,6,0,,,,,,,,,,2e171977,6eb146d2,bbd41817
1216519,2020/21,1,1.5,Delhi Capitals,Royal Challengers Bangalore,S Dhawan,PP Shaw,Washington Sundar,0,0,,,,,,,,,,0a476045,8b3e9c7c,f19ccfad
1254082,2021,1,4.2,Kolkata Knight Riders,Delhi Capitals,Shubman Gill,RA Tripathi,Avesh Khan,1,0,,,,,,,,,,b4b99816,77255a9e,eef2536f
1254086,2021,1,9.1,Punjab Kings,Delhi Capitals,DJ Malan,MA Agarwal,AR Patel,0,1,,,,1.0,,,,,,ad9c32a2,00ea847a,2e171977
548317,2012,1,6.4,Mumbai Indians,Rajasthan Royals,RG Sharma,RE Levi,GB Hogg,0,0,,,,,,,,,,740742ef,18c78b11,f708a0bc
829813,2015,1,16.4,Delhi Daredevils,Royal Challengers Bangalore,JP Duminy,SS Tiwary,D Wiese,1,0,,,,,,,,,,2e8994e7,709b0bac,aa8d28ae
548368,2012,1,8.1,Kolkata Knight Riders,Chennai Super Kings,G Gambhir,BB McCullum,R Ashwin,1,0,,,,,,,,,,bb345e0b,b8a55852,495d42a5
981003,2016,2,12.2,Delhi Daredevils,Sunrisers Hyderabad,JP Duminy,KK Nair,DJ Hooda,1,0,,,,,,,,,,2e8994e7,944533a5,73ad96ed
548339,2012,2,1.4,Mumbai Indians,Kings XI Punjab,SR Tendulkar,JEC Franklin,BA Bhatt,1,0,,,,,,,,,,d2c2b2d5,cf73ad76,dc4686e6
392190,2009,2,14.5,Kolkata Knight Riders,Rajasthan Royals,Yashpal Singh,SC Ganguly,AD Mascarenhas,0,0,,,,,,,,,,297b26da,725529bc,3edb58fc
392206,2009,2,12.6,Delhi Daredevils,Chennai Super Kings,KD Karthik,DA Warner,JDP Oram,1,0,,,,,,,,,,c03f1114,dcce6f09,3eac9d95
1254091,2021,1,2.1,Sunrisers Hyderabad,Chennai Super Kings,WP Saha,JJ Roy,DL Chahar,0,0,,,,,,,,,,fe11caa6,d1c36f5c,23eeb873
829787,2015,2,13.3,Rajasthan Royals,Sunrisers Hyderabad,SPD Smith,JP Faulkner,P Kumar,1,0,,,,,,,,,,30a45b23,808f425a,e938e1bc
1178399,2019,1,0.3,Kings XI Punjab,Mumbai Indians,KL Rahul,CH Gayle,JP Behrendorff,0,0,,,,,,,,,,b17e2f24,db584dad,4933f499
1304076,2022,1,1.2,Rajasthan Royals,Kolkata Knight Riders,JC Buttler,D Padikkal,Shivam Mavi,1,0,,,,,,,,,,99b75528,2c25d4f5,c38d3503
548357,2012,1,3.6,Delhi Daredevils,Kolkata Knight Riders,DA Warner,DPMD Jayawardene,JH Kallis,0,0,,,,,,,,,,dcce6f09,d18f9182,86dc8f2e
829719,2015,2,4.5,Sunrisers Hyderabad,Royal Challengers Bangalore,DA Warner,S Dhawan,VR Aaron,1,0,,,,,,,,,,dcce6f09,0a476045,0a3d54b9
335983,2007/08,2,1.3,Kings XI Punjab,Chennai Super Kings,JR Hopes,K Goel,MS Gony,1,0,,,,,,,,,,2498e163,a1f1829d,ae78bc32
1136592,2018,2,11.5,Rajasthan Royals,Delhi Daredevils,RA Tripathi,K Gowtham,TA Boult,0,0,,,,,,run out,RA Tripathi,,,77255a9e,90de905a,a818c1be
1175362,2019,2,12.6,Royal Challengers Bangalore,Mumbai Indians,AB de Villiers,V Kohli,KH Pandya,1,0,,,,,,,,,,c4487b84,ba607b88,5b8c830e
598011,2013,2,17.5,Pune Warriors,Mumbai Indians,R Sharma,B Kumar,R Dhawan,1,0,,,,,,,,,,5d9a1a73,2e81a32d,26a85969
392214,2009,2,1.4,Kings XI Punjab,Chennai Super Kings,K Goel,SM Katich,S Tyagi,2,0,,,,,,,,,,a1f1829d,fdedb37c,c24a2c5d
1082618,2017,1,15.5,Rising Pune Supergiant,Mumbai Indians,BA Stokes,MS Dhoni,MJ McClenaghan,4,0,,,,,,,,,,e087956b,4a8a2e3b,51a3c5ef
733975,2014,2,2.5,Rajasthan Royals,Delhi Daredevils,AM Rahane,KK Nair,WD Parnell,0,0,,,,,,caught,AM Rahane,,,29e95537,944533a5,3a60e0b5
980937,2016,1,11.4,Royal Challengers Bangalore,Gujarat Lions,V Kohli,KL Rahul,SB Jakati,1,0,,,,,,,,,,ba607b88,b17e2f24,c8179c68
598055,2013,2,15.3,Mumbai Indians,Pune Warriors,AT Rayudu,RG Sharma,AB Dinda,1,0,,,,,,,,,,70d205c9,740742ef,66b30f71
548334,2012,2,17.9,Kings XI Punjab,Mumbai Indians,DA Miller,SE Marsh,PP Ojha,0,0,,,,,,,,,,d67d5f00,508a1ea7,6c6591ab
1216521,2020/21,1,8.4,Chennai Super Kings,Mumbai Indians,SM Curran,DL Chahar,RD Chahar,1,0,,,,,,,,,,e94915e6,23eeb873,2ed569a0
1216517,2020/21,2,17.5,Kings XI Punjab,Mumbai Indians,DJ Hooda,CJ Jordan,JJ Bumrah,1,0,,,,,,,,,,73ad96ed,ffe699c0,462411b3
1178430,2019,1,12.2,Chennai Super Kings,Kings XI Punjab,SK Raina,F du Plessis,M Ashwin,0,0,,,,,,,,,,1dc12ab9,3355b542,e2db2409
335995,2007/08,1,17.4,Delhi Daredevils,Kings XI Punjab,MK Tiwary,MF Maharoof,VRV Singh,4,0,,,,,,,,,,26e5cabf,ab89348d,034b4b7d
548311,2012,1,10.1,Chennai Super Kings,Deccan Chargers,S Badrinath,RA Jadeja,TP Sudhindra,0,1,1.0,,,,,,,,,3576e47e,fe93fd9d,2f3817ce
548327,2012,2,0.5,Royal Challengers Bangalore,Pune Warriors,TM Dilshan,CH Gayle,AB Dinda,0,0,,,,,,,,,,5bdcdb72,db584dad,66b30f71
1254086,2021,1,18.1,Punjab Kings,Delhi Capitals,MA Agarwal,CJ Jordan,K Rabada,6,0,,,,,,,,,,00ea847a,ffe699c0,e62dd25d
733983,2014,2,0.4,Royal Challengers Bangalore,Mumbai Indians,PA Patel,CH Gayle,P Suyal,4,0,,,,,,,,,,b5da6c24,db584dad,cedc1d9a
598041,2013,1,6.3,Chennai Super Kings,Kings XI Punjab,SK Raina,MEK Hussey,PP Chawla,1,0,,,,,,,,,,1dc12ab9,48fd7349,98ae73b1
598053,2013,1,12.1,Kolkata Knight Riders,Pune Warriors,G Gambhir,RN ten Doeschate,AD Mathews,2,0,,,,,,,,,,bb345e0b,4ec07775,896d78ad
1254089,2021,1,17.1,Chennai Super Kings,Rajasthan Royals,RD Gaikwad,RA Jadeja,Mustafizur Rahman,6,0,,,,,,,,,,45a43fe2,fe93fd9d,0a8fce53
829765,2015,2,1.5,Kolkata Knight Riders,Chennai Super Kings,RV Uthappa,MK Pandey,A Nehra,4,0,,,,,,,,,,1c17e270,93b4fc78,96fd40ae
392212,2009,1,15.6,Deccan Chargers,Mumbai Indians,RG Sharma,Y Venugopal Rao,DS Kulkarni,0,0,,,,,,,,,,740742ef,fe763256,d2a989fc
501260,2011,2,1.5,Royal Challengers Bangalore,Kings XI Punjab,SS Tiwary,CH Gayle,RJ Harris,1,0,,,,,,,,,,709b0bac,db584dad,12eddf28
980981,2016,2,14.3,Mumbai Indians,Royal Challengers Bangalore,KA Pollard,AT Rayudu,SR Watson,4,0,,,,,,,,,,a757b0d8,70d205c9,4329fbb5
501267,2011,2,19.2,Mumbai Indians,Kolkata Knight Riders,JEC Franklin,AT Rayudu,L Balaji,4,0,,,,,,,,,,cf73ad76,70d205c9,b2b50355
729287,2014,2,14.2,Royal Challengers Bangalore,Mumbai Indians,PA Patel,AB de Villiers,PP Ojha,1,0,,,,,,,,,,b5da6c24,c4487b84,6c6591ab
1175363,2019,2,5.5,Sunrisers Hyderabad,Rajasthan Royals,JM Bairstow,DA Warner,JC Archer,4,0,,,,,,,,,,abb83e27,dcce6f09,5574750c
1178424,2019,1,4.2,Royal Challengers Bangalore,Rajasthan Royals,H Klaasen,P Negi,O Thomas,1,0,,,,,,,,,,235c2bb6,f62772e5,c6097d68
1304098,2022,1,2.5,Punjab Kings,Rajasthan Royals,S Dhawan,JM Bairstow,TA Boult,0,0,,,,,,,,,,0a476045,abb83e27,a818c1be
392192,2009,2,13.6,Mumbai Indians,Deccan Chargers,JP Duminy,DJ Bravo,Y Venugopal Rao,1,0,,,,,,,,,,2e8994e7,87e562a9,fe763256
1175366,2019,2,16.3,Royal Challengers Bangalore,Sunrisers Hyderabad,UT Yadav,C de Grandhomme,V Shankar,0,0,,,,,,,,,,cc1e8c68,94d7f855,0994d0ae
1254068,2021,2,7.4,Delhi Capitals,Punjab Kings,S Dhawan,SPD Smith,Jalaj S Saxena,1,0,,,,,,,,,,0a476045,30a45b23,249abedf
1082623,2017,2,10.2,Kings XI Punjab,Sunrisers Hyderabad,EJG Morgan,SE Marsh,MC Henriques,4,0,,,,,,,,,,d2a6c0e6,508a1ea7,32198ae0
336000,2007/08,1,19.2,Rajasthan Royals,Kolkata Knight Riders,YK Pathan,SK Warne,Umar Gul,0,0,,,,,,bowled,YK Pathan,,,3c6ffae8,bb18be76,16dfcc19
1082606,2017,2,19.1,Mumbai Indians,Gujarat Lions,RG Sharma,HH Pandya,P Kumar,4,0,,,,,,,,,,740742ef,dbe50b21,e938e1bc
734003,2014,1,16.5,Rajasthan Royals,Chennai Super Kings,STR Binny,SPD Smith,RA Jadeja,6,0,,,,,,,,,,bd17b45f,30a45b23,fe93fd9d
501204,2011,1,18.7,Delhi Daredevils,Rajasthan Royals,Y Venugopal Rao,IK Pathan,SK Trivedi,0,0,,,,,,caught,Y Venugopal Rao,,,fe763256,5fa06777,3d7e087f
392227,2009,1,1.2,Mumbai Indians,Chennai Super Kings,ST Jayasuriya,DJ Bravo,S Tyagi,1,0,,,,,,,,,,f233bbb4,87e562a9,c24a2c5d
548349,2012,1,7.1,Rajasthan Royals,Delhi Daredevils,AM Rahane,R Dravid,S Nadeem,1,0,,,,,,,,,,29e95537,0184dc35,9d80c5e1
392204,2009,2,7.5,Kings XI Punjab,Royal Challengers Bangalore,K Goel,Yuvraj Singh,A Kumble,0,0,,,,,,,,,,a1f1829d,1c914163,0c2730df
1216525,2020/21,2,15.2,Chennai Super Kings,Royal Challengers Bangalore,AT Rayudu,MS Dhoni,YS Chahal,1,0,,,,,,,,,,70d205c9,4a8a2e3b,57ee1fde
419145,2009/10,2,8.6,Deccan Chargers,Royal Challengers Bangalore,TL Suman,AC Gilchrist,A Kumble,0,0,,,,,,,,,,aaa1b522,2b6e6dec,0c2730df
980971,2016,1,8.5,Kings XI Punjab,Delhi Daredevils,WP Saha,MP Stoinis,S Nadeem,2,0,,,,,,,,,,fe11caa6,d9273ee7,9d80c5e1
1254087,2021,1,0.1,Royal Challengers Bangalore,Kolkata Knight Riders,V Kohli,D Padikkal,CV Varun,1,0,,,,,,,,,,ba607b88,2c25d4f5,5b7ab5a9
1082634,2017,1,0.6,Rising Pune Supergiant,Sunrisers Hyderabad,AM Rahane,RA Tripathi,B Kumar,1,0,,,,,,,,,,29e95537,77255a9e,2e81a32d
598031,2013,1,6.5,Kings XI Punjab,Kolkata Knight Riders,M Vohra,AC Gilchrist,JH Kallis,1,0,,,,,,,,,,c03e2850,2b6e6dec,86dc8f2e
1216529,2020/21,1,16.5,Delhi Capitals,Mumbai Indians,S Dhawan,AT Carey,RD Chahar,1,0,,,,,,,,,,0a476045,69d03465,2ed569a0
1136594,2018,2,8.6,Mumbai Indians,Kings XI Punjab,Ishan Kishan,SA Yadav,MP Stoinis,1,0,,,,,,,,,,752f7486,271f83cd,d9273ee7
